number,docID,edinetCode,filerName,disclosureStatusFlg,xbrlFlg
11965,S100ARCH,E30124,株式会社イーグランド,0,1
11966,S100AR9X,E01984,星和電機株式会社,0,1
11967,S100AQAI,E00527,ユニチカ株式会社,0,1
11968,S100AOYH,E00322,コムシスホールディングス株式会社,0,1
11969,S100AO9W,E00082,東洋建設株式会社,0,1
11970,S100AMWN,E02711,株式会社共同紙販ホールディングス,0,1
11971,S100AM0I,E01771,日本無線株式会社,0,1
11972,S100AKW6,E00935,科研製薬株式会社,0,1
11973,S100ARA5,E01819,池上通信機株式会社,0,1
11974,S100APW9,E01049,株式会社コーセー,0,1
11975,S100AQFD,E01857,原田工業株式会社,0,1
11976,S100AQ07,E03984,日神不動産株式会社,0,1
11977,S100AQM9,E01956,コナミホールディングス株式会社,0,1
11978,S100AMH1,E01920,株式会社マキタ,0,1
11979,S100AOJA,E03969,リゾートトラスト株式会社,0,1
11980,S100APO7,E04091,京成電鉄株式会社,0,1
11981,S100AOUK,E01636,株式会社酉島製作所,0,1
11982,S100APN5,E01137,日本碍子株式会社,0,1
11983,S100AOLW,E00231,株式会社細田工務店,0,1
11984,S100APVY,E03764,東海東京フィナンシャル・ホールディングス株式会社,0,1
11985,S100AOBG,E00572,イチカワ株式会社,0,1
11986,S100AOVN,E02676,加賀電子株式会社,0,1
11987,S100APLK,E00232,株式会社テノックス,0,1
11988,S100ALSB,E05056,株式会社ビー・エム・エル,0,1
11989,S100AO39,E03646,株式会社　富山第一銀行,0,1
11990,S100AM1D,E00035,株式会社ニッチツ,0,1
11991,S100ARDA,E03835,朝日火災海上保険株式会社,0,1
11992,S100AKGP,E02223,株式会社カーメイト,0,1
11993,S100API1,E01780,ＴＤＫ株式会社,0,1
11994,S100APJ9,E00686,昭和パックス株式会社,0,1
11995,S100AP0H,E04088,小田急電鉄株式会社,0,1
11996,S100AR7L,E01926,日本ケミコン株式会社,0,1
11997,S100AOJW,E00030,日本コークス工業株式会社,0,1
11998,S100AP0L,E01146,品川リフラクトリーズ株式会社,0,1
11999,S100APMI,E00821,日本ゼオン株式会社,0,1
12000,S100AOUR,E00508,はごろもフーズ株式会社,0,1
12001,S100APHZ,E01002,宇部興産株式会社,0,1
12002,S100APOZ,E22560,大幸薬品株式会社,0,1
12003,S100ANI5,E01804,西芝電機株式会社,0,1
12004,S100AR4N,E05690,日本テクノ・ラボ株式会社,0,1
12005,S100AOIN,E01617,株式会社タカキタ,0,1
12006,S100AP07,E27671,ＩＪＴテクノロジーホールディングス株式会社,0,1
12007,S100AQNF,E04101,名古屋鉄道株式会社,0,1
12008,S100APVL,E32636,モルガン・スタンレー・ファイナンス・エルエルシー,0,0
12009,S100ANYA,E01365,那須電機鉄工株式会社,0,1
12010,S100AQ57,E00317,株式会社安藤・間,0,1
12011,S100AQU9,E01088,昭和ホールディングス株式会社,0,1
12012,S100ANS7,E00879,株式会社カネカ,0,1
12013,S100AMLA,E00753,チッソ株式会社,0,1
12014,S100AO4L,E00813,川崎化成工業株式会社,0,1
12015,S100AOBJ,E26109,ディー・エヌ・ビー・バンク　エイ・エス・エイ（ＤＮＢ　Ｂａｎｋ　ＡＳＡ）,0,0
12016,S100AOXV,E04089,京浜急行電鉄株式会社,0,1
12017,S100AOLF,E04304,株式会社中央倉庫,0,1
12018,S100AP5X,E01808,株式会社ヨコオ,0,1
12019,S100AO8C,E01973,株式会社新川,0,1
12020,S100AOLG,E00882,新日本理化株式会社,0,1
12021,S100AREM,E00135,新生テクノス株式会社,0,1
12022,S100AR3O,E04540,株式会社ロイヤルホテル,0,1
12023,S100AQ4O,E03746,株式会社アサックス,0,1
12024,S100ANV3,E01935,カシオ計算機株式会社,0,1
12025,S100APHR,E01841,双葉電子工業株式会社,0,1
12026,S100AREK,E04948,株式会社光通信,0,1
12027,S100AOJ3,E01571,オルガノ株式会社,0,1
12028,S100APY4,E00567,アツギ株式会社,0,1
12029,S100APW8,E05830,ドイツテレコム・アーゲー,0,0
12030,S100APGA,E00034,太平洋興発株式会社,0,1
12031,S100ARCS,E05792,ドイツ銀行,0,0
12032,S100APOA,E01662,株式会社鶴見製作所,0,1
12033,S100APZK,E05990,チャイナ・コール・エナジー・カンパニー・リミテッド,0,0
12034,S100ANAG,E03505,ホリイフードサービス株式会社,0,1
12035,S100AP24,E01021,株式会社ナリス化粧品,0,1
12036,S100AQDY,E01643,株式会社日阪製作所,0,1
12037,S100AQP1,E01098,三ツ星ベルト株式会社,0,1
12038,S100ALXQ,E05030,株式会社城南進学研究社,0,1
12039,S100AR4Z,E04997,ＴＤＣソフト株式会社,0,1
12040,S100AIQX,E00642,王子ホールディングス株式会社,0,1
12041,S100AQGE,E02739,大丸エナウィン株式会社,0,1
12042,S100APHK,E01533,住友重機械工業株式会社,0,1
12043,S100AOVZ,E03545,株式会社七十七銀行,0,1
12044,S100AM20,E00452,ヱスビー食品株式会社,0,1
12045,S100AISF,E26842,株式会社エー・ピーカンパニー,0,1
12046,S100AG66,E01287,日亜鋼業株式会社,0,1
12047,S100ARCB,E32420,株式会社ベガコーポレーション,0,1
12048,S100APFB,E01743,シンフォニアテクノロジー株式会社,0,1
12049,S100AIMM,E01232,株式会社日本製鋼所,0,1
12050,S100APAG,E32803,日本モーゲージサービス株式会社,0,1
12051,S100AKDP,E04092,京王電鉄株式会社,0,1
12052,S100APXK,E01959,日本シイエムケイ株式会社,0,1
12053,S100ALP0,E02534,三共生興株式会社,0,1
12054,S100AQKG,E31936,株式会社オープンドア,0,1
12055,S100ANKZ,E00085,三井住友建設株式会社,0,1
12056,S100APNQ,E01084,出光興産株式会社,0,1
12057,S100AQKT,E00153,株式会社朝日工業社,0,1
12058,S100ARHD,E30047,株式会社じげん,0,1
12059,S100AORO,E04824,株式会社ナガセ,0,1
12060,S100APTC,E05159,ＳＢＩホールディングス株式会社,0,1
12061,S100AQNG,E01352,平河ヒューテック株式会社,0,1
12062,S100APGV,E00024,三井金属鉱業株式会社,0,1
12063,S100AJWG,E00189,株式会社協和日成,0,1
12064,S100ANLA,E26751,中国人民保険集団股イ分有限公司,0,0
12065,S100AOYC,E03856,三菱地所株式会社,0,1
12066,S100ANPB,E00716,株式会社プロネクサス,0,1
12067,S100ANVO,E00772,関東電化工業株式会社,0,1
12068,S100AQFI,E30917,ヤマシンフィルタ株式会社,0,1
12069,S100APHN,E00069,株式会社錢高組,0,1
12070,S100APIL,E01245,東北特殊鋼株式会社,0,1
12071,S100AQ6K,E00713,トーイン株式会社,0,1
12072,S100AQQ2,E04796,株式会社学究社,0,1
12073,S100AP77,E01816,大同信号株式会社,0,1
12074,S100AR77,E02647,株式会社三栄コーポレーション,0,1
12075,S100ALIX,E03753,株式会社大和証券グループ本社,0,1
12076,S100AI7I,E03716,豊商事株式会社,0,1
12077,S100AMBF,E04262,新日本海フェリー株式会社,0,1
12078,S100AE4Q,E06021,中国中信集団有限公司（ＣＩＴＩＣ　Ｇｒｏｕｐ　Ｃｏｒｐｏｒａｔｉｏｎ）,0,0
12079,S100AP9Y,E04090,東京急行電鉄株式会社,0,1
12080,S100APM1,E02441,永大化工株式会社,0,1
12081,S100APVG,E03673,株式会社豊和銀行,0,1
12082,S100AKRY,E01914,株式会社村田製作所,0,1
12083,S1009YYU,E01873,セイコーエプソン株式会社,0,1
12084,S100AN4C,E02806,横浜魚類株式会社,0,1
12085,S100ARHE,E23973,リーディング証券株式会社,0,1
12086,S100AQ25,E04399,株式会社　新潟放送,0,1
12087,S100ANYI,E00929,あすか製薬株式会社,0,1
12088,S100AR6Q,E02170,極東開発工業株式会社,0,1
12089,S100ANU9,E00633,セブン工業株式会社,0,1
12090,S100ARID,E02516,国際紙パルプ商事株式会社,0,1
12091,S100AIKI,E01739,三菱電機株式会社,0,1
12092,S100ARDT,E02450,株式会社タカラトミー,0,1
12093,S100APSA,E03606,株式会社三菱ＵＦＪフィナンシャル・グループ,0,1
12094,S100AP9C,E04044,グランディハウス株式会社,0,1
12095,S100APV6,E11701,株式会社日本政策投資銀行,0,1
12096,S100AQEJ,E03624,株式会社ふくおかフィナンシャルグループ,0,1
12097,S100AP25,E01297,株式会社アイ・テック,0,1
12098,S100AMMU,E06228,大和証券株式会社,0,1
12099,S100AQE1,E00590,株式会社ワコールホールディングス,0,1
12100,S100AQ71,E02574,スターゼン株式会社,0,1
12101,S100APW2,E03533,株式会社三菱ＵＦＪ銀行,0,1
12102,S100AGDS,E00380,株式会社ブルボン,0,1
12103,S100ANS1,E04514,東京瓦斯株式会社,0,1
12104,S100AOQZ,E01907,日本タングステン株式会社,0,1
12105,S100AGV7,E27572,ＩＣＤＡホールディングス株式会社,0,1
12106,S100ARJB,E00926,株式会社テーオーシー,0,1
12107,S100AQH7,E03591,株式会社福岡銀行,0,1
12108,S100ARI8,E22547,株式会社グリムス,0,1
12109,S100ALKI,E02271,株式会社ニコン,0,1
12110,S100AN5F,E30443,株式会社丸和運輸機関,0,1
12111,S100AR83,E32168,富士ソフトサービスビューロ株式会社,0,1
12112,S100AMS0,E01724,鈴茂器工株式会社,0,1
12113,S100ANTM,E00095,大豊建設株式会社,0,1
12114,S100ARIP,E05569,株式会社ジェイテック,0,1
12115,S100APOW,E00664,古林紙工株式会社,0,1
12116,S100ANKY,E27273,サンヨーホームズ株式会社,0,1
12117,S100AJWO,E02134,日本車輌製造株式会社,0,1
12118,S100AP57,E02608,東邦ホールディングス株式会社,0,1
12119,S100ARAS,E00056,株式会社　熊谷組,0,1
12120,S100APA4,E03733,株式会社あかつき本社,0,1
12121,S100AR7T,E00609,ＭＲＫホールディングス株式会社,0,1
12122,S100AOVP,E25678,大正製薬ホールディングス株式会社,0,1
12123,S100AO4E,E02458,東映アニメーション株式会社,0,1
12124,S100AR6N,E24562,オンキヨー株式会社,0,1
12125,S100ARHJ,E04020,日本アセットマーケティング株式会社,0,1
12126,S100AO7S,E00545,マーチャント・バンカーズ株式会社,0,1
12127,S100AMWL,E02446,株式会社アーク,0,1
12128,S100AQ03,E26290,株式会社Ｃｏｍｉｎｉｘ,0,1
12129,S100AGBD,E01544,株式会社電業社機械製作所,0,1
12130,S100AQL6,E02828,萩原電気ホールディングス株式会社,0,1
12131,S100ANJN,E01748,愛知電機株式会社,0,1
12132,S100APJW,E02684,東海エレクトロニクス株式会社,0,1
12133,S100AOB9,E01573,栗田工業株式会社,0,1
12134,S100APR1,E32990,株式会社ファイズ,0,1
12135,S100AL41,E01136,日本特殊陶業株式会社,0,1
12136,S100ARLQ,E31446,株式会社レントラックス,0,1
12137,S100AR3M,E05452,株式会社省電舎ホールディングス,0,1
12138,S100AQC9,E04060,野村不動産ホールディングス株式会社,0,1
12139,S100ARLA,E03801,ウェルス・マネジメント株式会社,0,1
12140,S100AO4D,E01150,黒崎播磨株式会社,0,1
12141,S100AQBD,E04375,株式会社東京放送ホールディングス,0,1
12142,S100ARGU,E31079,株式会社エクストリーム,0,1
12143,S100AQ3K,E01078,株式会社　りゅうせき,0,1
12144,S100AN45,E01492,浜井産業株式会社,0,1
12145,S100AQXW,E02185,株式会社メタルアート,0,1
12146,S100AIUH,E00693,大日本印刷株式会社,0,1
12147,S100AQIE,E03229,株式会社ベルーナ,0,1
12148,S100AIJK,E05090,株式会社さくらケーシーエス,0,1
12149,S100ANJW,E01904,ニチコン株式会社,0,1
12150,S100AOXW,E04856,株式会社ＫＳＫ,0,1
12151,S100ANFG,E32161,チエル株式会社,0,1
12152,S100AFDO,E02518,菱電商事株式会社,0,1
12153,S100AR5O,E26006,アメリカ・モバイル,0,0
12154,S100AR93,E01929,ウシオ電機株式会社,0,1
12155,S100ANPK,E03519,株式会社マツモトキヨシホールディングス,0,1
12156,S100AQ8X,E01832,株式会社リゾート＆メディカル,0,1
12157,S100AQ9S,E00705,株式会社ヴィア・ホールディングス,0,1
12158,S100AQDD,E04337,鈴与シンワート株式会社,0,1
12159,S100AQIV,E30746,株式会社東京きらぼしフィナンシャルグループ,0,1
12160,S100A7BQ,E00544,日清紡ホールディングス株式会社,0,1
12161,S100ANWF,E01570,ダイキン工業株式会社,0,1
12162,S100AL2B,E23871,テクノホライゾン・ホールディングス株式会社,0,1
12163,S100ARK7,E04762,オリックス株式会社,0,1
12164,S100ANPC,E03626,三菱ＵＦＪ信託銀行株式会社,0,1
12165,S100AQGA,E04278,株式会社ＡＩＲＤＯ,0,1
12166,S100AOD7,E26813,アストマックス株式会社,0,1
12167,S100AOJ4,E00694,図書印刷株式会社,0,1
12168,S100ANFT,E04159,大和自動車交通株式会社,0,1
12169,S100AQLF,E03686,株式会社きらぼし銀行,0,1
12170,S100AKUE,E05965,チャイナ・シェンフア・エナジー・カンパニー・リミテッド,0,0
12171,S100AK5Q,E30863,ＪＡ三井リース株式会社,0,1
12172,S100AO2T,E03587,株式会社阿波銀行,0,1
12173,S100AQCR,E02718,ソレキア株式会社,0,1
12174,S100APT4,E00193,株式会社ＴＴＫ,0,1
12175,S100AR5U,E30865,株式会社リボミック,0,1
12176,S100AEMH,E10802,モルガン・スタンレーＭＵＦＧ証券株式会社,0,1
12177,S100ARFH,E03450,シップヘルスケアホールディングス株式会社,0,1
12178,S100APVC,E01642,オイレス工業株式会社,0,1
12179,S100AMMC,E06016,オーストリア輸出銀行,0,0
12180,S100APPV,E03558,株式会社東京都民銀行,0,1
12181,S100ARBJ,E01953,ローム株式会社,0,1
12182,S100AREO,E01107,櫻護謨株式会社,0,1
12183,S100APJR,E02004,菊水電子工業株式会社,0,1
12184,S100ARO4,E32204,株式会社丸八ホールディングス,0,1
12185,S100ARO7,E03802,みらい證券株式会社,0,1
12186,S100AROE,E01824,太陽誘電株式会社,0,1
12187,S100AOIX,E00033,常磐興産株式会社,0,1
12188,S100ARMO,E01607,ミネベアミツミ株式会社,0,1
12189,S100AQKL,E03656,株式会社関西アーバン銀行,0,1
12190,S100AORP,E03178,株式会社サガミホールディングス,0,1
12191,S100ARJ9,E04078,株式会社エー・ディー・ワークス,0,1
12192,S100ARPZ,E04616,株式会社東海カントリークラブ,0,1
12193,S100AOP3,E02175,大同メタル工業株式会社,0,1
12194,S100ARN3,E00766,日本曹達株式会社,0,1
12195,S100AJFQ,E04329,東海運株式会社,0,1
12196,S100ARQ6,E31381,株式会社日本動物高度医療センター,0,1
12197,S100ANJD,E00677,大石産業株式会社,0,1
12198,S100ARQ5,E31588,株式会社エコノス,0,1
12199,S100AP5K,E03614,株式会社三井住友フィナンシャルグループ,0,1
12200,S100AP3T,E03332,白銅株式会社,0,1
12201,S100APJQ,E01493,株式会社岡本工作機械製作所,0,1
12202,S100APKG,E03855,三井不動産株式会社,0,1
12203,S100ARNA,E32203,バーチャレクス・ホールディングス株式会社,0,1
12204,S100AOF9,E05972,中国建設銀行股イ分有限公司,0,0
12205,S100ALOL,E00092,株式会社東京エネシス,0,1
12206,S100AQ38,E03657,株式会社みなと銀行,0,1
12207,S100AR9I,E01751,オリジン電気株式会社,0,1
12208,S100AQIK,E02177,市光工業株式会社,0,1
12209,S100AQNA,E11873,日本製紙株式会社,0,1
12210,S100APKZ,E24994,株式会社テラプローブ,0,1
12211,S100ARQL,E05645,株式会社リミックスポイント,0,1
12212,S100AEJ3,E01218,Ｍｉｐｏｘ株式会社,0,1
12213,S100AQFH,E00911,アトミクス株式会社,0,1
12214,S100AQNR,E03727,フューチャーベンチャーキャピタル株式会社,0,1
12215,S100ARQP,E03186,株式会社ワットマン,0,1
12216,S100APDJ,E03617,株式会社三井住友銀行,0,1
12217,S100ARQ9,E31855,株式会社パートナーエージェント,0,1
12218,S100APO0,E03943,株式会社レオパレス２１,0,1
12219,S100AQFN,E00711,株式会社光陽社,0,1
12220,S100AN8Q,E21955,川田テクノロジーズ株式会社,0,1
12221,S100AR3L,E04206,日本ロジテム株式会社,0,1
12222,S100AR55,E02854,五洋インテックス株式会社,0,1
12223,S100AP0Z,E05325,ビジネス・ワンホールディングス株式会社,0,1
12224,S100ANI2,E00207,北陸電気工事株式会社,0,1
12225,S100AMIY,E24840,釜山銀行,0,0
12226,S100ARTO,E03723,株式会社小林洋行,0,1
12227,S100ANTB,E01478,三浦工業株式会社,0,1
12228,S100AR6I,E01441,株式会社トーアミ,0,1
12229,S100ANFQ,E05521,ＵＬＳグループ株式会社,0,1
12230,S100AJ1G,E03291,株式会社ゼンショーホールディングス,0,1
12231,S100AOJK,E01764,寺崎電気産業株式会社,0,1
12232,S100APEW,E00458,丸大食品株式会社,0,1
12233,S100AIGO,E02588,株式会社ツカモトコーポレーション,0,1
12234,S100APMU,E00090,株式会社　長谷工コーポレーション,0,1
12235,S100ALJP,E00055,株式会社大林組,0,1
12236,S100AP20,E00986,株式会社免疫生物研究所,0,1
12237,S100AS5J,E00382,日糧製パン株式会社,0,1
12238,S100AMH2,E05946,コスコ・シッピング・ディベロップメント・カンパニー・リミテッド,0,0
12239,S100AORY,E00945,小野薬品工業株式会社,0,1
12240,S100ARB0,E02530,ＯＵＧホールディングス株式会社,0,1
12241,S100AN73,E05025,株式会社オービック,0,1
12242,S100AOVL,E03299,株式会社ヤマノホールディングス,0,1
12243,S100AKJX,E03003,株式会社ほくやく・竹山ホールディングス,0,1
12244,S100AJZU,E00558,日本製麻株式会社,0,1
12245,S100ARXY,E04223,南総通運株式会社,0,1
12246,S100ARDE,E00494,仙波糖化工業株式会社,0,1
12247,S100AFOL,E00659,レンゴー株式会社,0,1
12248,S100AKDH,E03739,岡藤ホールディングス株式会社,0,1
12249,S100A9AE,E02855,株式会社ムサシ,0,1
12250,S100ARKY,E01954,株式会社サンコー,0,1
12251,S100AREA,E01761,株式会社帝国電機製作所,0,1
12252,S100AQJX,E01848,日本アンテナ株式会社,0,1
12253,S100AQAN,E00786,日本化学産業株式会社,0,1
12254,S100AJGL,E02666,株式会社電響社,0,1
12255,S100AMII,E05751,テレフォニカ・エセ・アー,0,0
12256,S100AR74,E00255,株式会社大本組,0,1
12257,S100ANDM,E00628,名古屋木材株式会社,0,1
12258,S100AFOZ,E03508,株式会社　ＪＦＬＡホールディングス,0,1
12259,S100AL50,E03736,株式会社日産フィナンシャルサービス,0,1
12260,S100ARLW,E04800,東海リース株式会社,0,1
12261,S100AEM9,E04396,山陽放送株式会社,0,1
12262,S100AP2E,E03295,株式会社安楽亭,0,1
12263,S100AR5A,E03756,株式会社岡三証券グループ,0,1
12264,S100AEPF,E01376,東洋刄物株式会社,0,1
12265,S100ANB9,E02878,株式会社栄電子,0,1
12266,S100ARKL,E02823,株式会社キムラ,0,1
12267,S100AR4V,E00105,株式会社ナカノフドー建設,0,1
12268,S100ANXM,E03770,澤田ホールディングス株式会社,0,1
12269,S100ARF1,E01974,ＮＫＫスイッチズ株式会社,0,1
12270,S100AM2O,E00501,株式会社ダイショー,0,1
12271,S100AKGT,E00260,株式会社ナカボーテック,0,1
12272,S100AQ7J,E00931,日本新薬株式会社,0,1
12273,S100ARPP,E01887,新電元工業株式会社,0,1
12274,S100AO9B,E04345,株式会社上組,0,1
12275,S100AO48,E01259,大和工業株式会社,0,1
12276,S100APYF,E02367,任天堂株式会社,0,1
12277,S100ARLT,E01180,美濃窯業株式会社,0,1
12278,S100AR9R,E01495,株式会社ＦＵＪＩ,0,1
12279,S100AKVK,E04293,ケイヒン株式会社,0,1
12280,S100AK3B,E00181,株式会社四電工,0,1
12281,S100AO7P,E02840,株式会社ドウシシャ,0,1
12282,S100AR91,E04191,ニッコンホールディングス株式会社,0,1
12283,S100AMN6,E02674,日本アルコール販売株式会社,0,1
12284,S100AOBD,E03494,ヒラキ株式会社,0,1
12285,S100ARVV,E03788,岩井コスモホールディングス株式会社,0,1
12286,S100ARHG,E01143,旭コンクリート工業株式会社,0,1
12287,S100AQLE,E02610,株式会社クワザワ,0,1
12288,S100ARD9,E01952,株式会社大真空,0,1
12289,S100ARH6,E00893,関西ペイント株式会社,0,1
12290,S100APPT,E01752,大崎電気工業株式会社,0,1
12291,S100ARQK,E00456,ユアサ・フナショク株式会社,0,1
12292,S100AS2M,E04727,株式会社　極楽湯ホールディングス,0,1
12293,S100AP8N,E01280,日本精線株式会社,0,1
12294,S100ANWM,E05977,ロッテ・ショッピング・カンパニー・リミテッド（Ｌｏｔｔｅ　Ｓｈｏｐｐｉｎｇ　Ｃｏ．，　Ｌｔｄ．）,0,0
12295,S100AR3F,E04112,越後交通株式会社,0,1
12296,S100AM55,E01581,オリエンタルチエン工業株式会社,0,1
12297,S100AMCM,E03907,住友不動産株式会社,0,1
12298,S100AS29,E04065,セントラル総合開発株式会社,0,1
12299,S100AR8U,E04878,株式会社ソラスト,0,1
12300,S100ARXD,E04916,ウィルソン・ラーニング　ワールドワイド株式会社,0,1
12301,S100AOE4,E02419,株式会社三共,0,1
12302,S100AME0,E01077,ニチレキ株式会社,0,1
12303,S100AP39,E06013,欧州鉄道金融公社,0,0
12304,S100APG3,E02383,株式会社　重松製作所,0,1
12305,S100AMJV,E00076,株式会社トーエネック,0,1
12306,S100APJI,E01960,株式会社芝浦電子,0,1
12307,S100AJN6,E04522,四国ガス株式会社,0,1
12308,S100ARY6,E05064,株式会社きずな,0,1
12309,S100ANZG,E01329,株式会社エルアイイーエイチ,0,1
12310,S100ARJ6,E22440,株式会社バイタルケーエスケー・ホールディングス,0,1
12311,S100ANH3,E02875,萬世電機株式会社,0,1
12312,S100AMA8,E04232,株式会社ロジネットジャパン,0,1
12313,S100AJ6G,E05145,セントラルスポーツ株式会社,0,1
12314,S100APX1,E00331,森永乳業株式会社,0,1
12315,S100AN1G,E04346,トレーディア株式会社,0,1
12316,S100AOV5,E01670,レオン自動機株式会社,0,1
12317,S100AQAD,E01855,北海電気工事株式会社,0,1
12318,S100ARLL,E00904,東京インキ株式会社,0,1
12319,S100AGJF,E06104,ノルウェー地方金融公社,0,0
12320,S100APBN,E03405,株式会社エフティグループ,0,1
12321,S100AP44,E04877,株式会社ミロク情報サービス,0,1
12322,S100ARPQ,E00612,株式会社フジコー,0,1
12323,S100AN2R,E26705,ディー・ティー・ホールディングス株式会社,0,1
12324,S100AMEY,E02025,株式会社高見沢サイバネティックス,0,1
12325,S100AR0V,E02602,三谷商事株式会社,0,1
12326,S100AM8J,E01445,株式会社　中西製作所,0,1
12327,S100AP2V,E02354,メディキット株式会社,0,1
12328,S100AJG1,E03320,京都きもの友禅株式会社,0,1
12329,S100APHX,E03166,株式会社マキヤ,0,1
12330,S100ARV8,E05423,株式会社ベネフィット・ワン,0,1
12331,S100AL54,E04768,株式会社ジャックス,0,1
12332,S100ARDB,E01897,電気興業株式会社,0,1
12333,S100AMYP,E00313,日本電技株式会社,0,1
12334,S100ARNZ,E00712,三光産業株式会社,0,1
12335,S100AN90,E01759,日東工業株式会社,0,1
12336,S100AOCD,E03281,エステールホールディングス株式会社,0,1
12337,S100AKTC,E03581,株式会社紀陽銀行,0,1
12338,S100AS3T,E00347,日東富士製粉株式会社,0,1
12339,S100ARBB,E05425,エムスリー株式会社,0,1
12340,S100APJZ,E25668,中国光大銀行股イ分有限公司,0,0
12341,S100AL2O,E00388,株式会社コモ,0,1
12342,S100AOK6,E00469,株式会社永谷園ホールディングス,0,1
12343,S100AKIS,E02445,株式会社フジマック,0,1
12344,S100AQCS,E20922,株式会社イナリサーチ,0,1
12345,S100ALS0,E01474,株式会社ジャパンエンジンコーポレーション,0,1
12346,S100AR6B,E05248,株式会社テイクアンドギヴ・ニーズ,0,1
12347,S100ADQL,E03090,ＳＲＳホールディングス株式会社,0,1
12348,S100AKFY,E03399,株式会社エディオン,0,1
12349,S100AS0U,E02265,株式会社　島津製作所,0,1
12350,S100AJWY,E00064,松井建設株式会社,0,1
12351,S100AOVO,E03251,セフテック株式会社,0,1
12352,S100AR3N,E00485,ジャパンローヤルゼリー株式会社,0,1
12353,S100AP7E,E01362,株式会社駒井ハルテック,0,1
12354,S100AS8N,E01849,アイホン株式会社,0,1
12355,S100AP8K,E02727,株式会社　シャルレ,0,1
12356,S100ALZ0,E00252,東邦電気工業株式会社,0,1
12357,S100ARYR,E03267,株式会社Ｇ‐７ホールディングス,0,1
12358,S100AMTH,E06107,デンマーク地方金融公庫,0,0
12359,S100APYD,E00209,株式会社　高田工業所,0,1
12360,S100AGNX,E00755,住友精化株式会社,0,1
12361,S100AJSQ,E03842,トーア再保険株式会社,0,1
12362,S100AQSP,E01681,川重冷熱工業株式会社,0,1
12363,S100AIK5,E00844,太平化学製品株式会社,0,1
12364,S100AR42,E02290,大和製衡株式会社,0,1
12365,S100AR98,E02459,カワセコンピュータサプライ株式会社,0,1
12366,S100AISE,E00060,西松建設株式会社,0,1
12367,S100AQ95,E00506,株式会社なとり,0,1
12368,S100ANDL,E05657,株式会社ヒップ,0,1
12369,S100AINA,E04298,アジア開発キャピタル株式会社,0,1
12370,S100AK1Z,E04520,大阪瓦斯株式会社,0,1
12371,S100ANTL,E00372,株式会社中村屋,0,1
12372,S100ARF8,E04976,株式会社フォーカスシステムズ,0,1
12373,S100APHA,E02845,日新商事株式会社,0,1
12374,S100APNN,E02447,株式会社ナンシン,0,1
12375,S100ANFV,E03717,第一商品株式会社,0,1
12376,S100ANIG,E05410,株式会社博報堂ＤＹホールディングス,0,1
12377,S100ARZS,E04123,広島電鉄株式会社,0,1
12378,S100ALTI,E00566,北日本紡績株式会社,0,1
12379,S100ARR9,E01632,三精テクノロジーズ株式会社,0,1
12380,S100AIWN,E04585,東映株式会社,0,1
12381,S100AOSJ,E02554,阪和興業株式会社,0,1
12382,S100AM1O,E02140,株式会社小糸製作所,0,1
12383,S100AL91,E03611,三井住友トラスト・ホールディングス株式会社,0,1
12384,S100AROJ,E03148,愛眼株式会社,0,1
12385,S100AS9R,E33237,エコモット株式会社,0,1
12386,S100ANNV,E02787,株式会社タカチホ,0,1
12387,S100AOK5,E02096,アビックス株式会社,0,1
12388,S100AS7U,E00063,飛島建設株式会社,0,1
12389,S100AGPV,E01758,デンヨー株式会社,0,1
12390,S100AI90,E00563,東海染工株式会社,0,1
12391,S100ARU7,E04115,サンデン交通株式会社,0,1
12392,S100ARFF,E02505,豊田通商株式会社,0,1
12393,S100APVK,E04591,武蔵野興業株式会社,0,1
12394,S100AQD9,E04331,三愛石油株式会社,0,1
12395,S100AO9N,E02807,ハリマ共和物産株式会社,0,1
12396,S100ALBT,E03627,三井住友信託銀行株式会社,0,1
12397,S100AQH4,E01354,ホッカンホールディングス株式会社,0,1
12398,S100AOYV,E02798,株式会社　山大,0,1
12399,S100AO7D,E01618,三井精機工業株式会社,0,1
12400,S100APC2,E00026,日本精鉱株式会社,0,1
12401,S100AJKB,E02678,株式会社立花エレテック,0,1
12402,S100ASAJ,E04153,東京地下鉄株式会社,0,1
12403,S100ARVK,E04199,株式会社エスライン,0,1
12404,S100AI7Z,E01830,ユニデンホールディングス株式会社,0,1
12405,S100AN5A,E06075,ＢＮＧ銀行Ｎ．Ｖ．,0,0
12406,S100AOA6,E04410,日本テレビホールディングス株式会社,0,1
12407,S100AS1H,E03207,株式会社バローホールディングス,0,1
12408,S100ARR6,E01629,キクカワエンタープライズ株式会社,0,1
12409,S100ASA2,E00765,石原産業株式会社,0,1
12410,S100ASBG,E01891,大黒屋ホールディングス株式会社,0,1
12411,S100AN9N,E03233,株式会社はるやまホールディングス,0,1
12412,S100ARO0,E03310,株式会社魚力,0,1
12413,S100AR1V,E04978,株式会社アール・エス・シー,0,1
12414,S100ARAH,E03252,ダイヤ通商株式会社,0,1
12415,S100AS3E,E06005,欧州投資銀行,0,0
12416,S100AS9W,E00204,日本基礎技術株式会社,0,1
12417,S100ARJZ,E01433,元旦ビューティ工業株式会社,0,1
12418,S100ALPU,E05898,株式會社ケーティー（ＫＴ　Ｃｏｒｐｏｒａｔｉｏｎ）,0,0
12419,S100ASBR,E01035,株式会社アイビー化粧品,0,1
