,Bonds,CP,Capex,CashEquivalents,Depreciation,GrossProfit,Inventories,NetAssets,NetSales,OperatingProfit,OrdinaryIncomeLoss,ParseFlg,ProfitLoss,ROE,RequestFlg,ShareholdersEquity,Valuation,acPayable,acReceivable,campany_no,cfFinancing,cfInvesting,cfOperating,cpBonds,cpLoans,disclosureStatusFlg,docID,edinetCode,filerName,ltLoans,psBasicEarningsLoss,psNetAssets,season,series_data,stBonds,stLoans,tAssets,tIssuedShares,xbrlFlg,year
0,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S10046TN,E02891,マルカキカイ株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
1,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S10046TN,E02891,マルカキカイ株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
2,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S10046TN,E02891,マルカキカイ株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
3,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S10046TN,E02891,マルカキカイ株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
4,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S10046TN,E02891,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
5,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S10046TK,E00698,株式会社神戸新聞社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
6,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S10046TK,E00698,株式会社神戸新聞社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
7,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S10046TK,E00698,株式会社神戸新聞社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
8,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S10046TK,E00698,株式会社神戸新聞社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
9,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S10046TK,E00698,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
10,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S10046JN,E00552,日本毛織株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
11,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S10046JN,E00552,日本毛織株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
12,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S10046JN,E00552,日本毛織株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
13,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S10046JN,E00552,日本毛織株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
14,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S10046JN,E00552,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
15,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S10046YE,E27693,株式会社ネクステージ,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
16,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S10046YE,E27693,株式会社ネクステージ,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
17,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S10046YE,E27693,株式会社ネクステージ,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
18,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S10046YE,E27693,株式会社ネクステージ,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
19,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S10046YE,E27693,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
20,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S100462K,E05702,株式会社ネクスグループ,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
21,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S100462K,E05702,株式会社ネクスグループ,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
22,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S100462K,E05702,株式会社ネクスグループ,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
23,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S100462K,E05702,株式会社ネクスグループ,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
24,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S100462K,E05702,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
25,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S1004702,E00896,川上塗料株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
26,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S1004702,E00896,川上塗料株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
27,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S1004702,E00896,川上塗料株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
28,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S1004702,E00896,川上塗料株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
29,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S1004702,E00896,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
30,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S10046XD,E31256,シリコンスタジオ株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
31,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S10046XD,E31256,シリコンスタジオ株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
32,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S10046XD,E31256,シリコンスタジオ株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
33,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S10046XD,E31256,シリコンスタジオ株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
34,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S10046XD,E31256,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
35,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S10046SS,E04733,大松産業株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
36,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S10046SS,E04733,大松産業株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
37,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S10046SS,E04733,大松産業株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
38,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S10046SS,E04733,大松産業株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
39,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S10046SS,E04733,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
40,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S10046KK,E01918,日電工業株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
41,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S10046KK,E01918,日電工業株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
42,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S10046KK,E01918,日電工業株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
43,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S10046KK,E01918,日電工業株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
44,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S10046KK,E01918,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
45,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S100471L,E02702,リーバイ・ストラウス　ジャパン株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
46,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S100471L,E02702,リーバイ・ストラウス　ジャパン株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
47,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S100471L,E02702,リーバイ・ストラウス　ジャパン株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
48,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S100471L,E02702,リーバイ・ストラウス　ジャパン株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
49,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S100471L,E02702,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
50,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S10046U6,E04296,丸八倉庫株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
51,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S10046U6,E04296,丸八倉庫株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
52,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S10046U6,E04296,丸八倉庫株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
53,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S10046U6,E04296,丸八倉庫株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
54,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S10046U6,E04296,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
55,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S100458Q,E01505,ユニオンツール株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
56,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S100458Q,E01505,ユニオンツール株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
57,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S100458Q,E01505,ユニオンツール株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
58,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S100458Q,E01505,ユニオンツール株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
59,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S100458Q,E01505,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
60,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S10046V7,E04566,株式会社ホテル、ニューグランド,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
61,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S10046V7,E04566,株式会社ホテル、ニューグランド,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
62,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S10046V7,E04566,株式会社ホテル、ニューグランド,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
63,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S10046V7,E04566,株式会社ホテル、ニューグランド,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
64,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S10046V7,E04566,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
65,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S100462W,E02372,株式会社くろがね工作所,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
66,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S100462W,E02372,株式会社くろがね工作所,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
67,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S100462W,E02372,株式会社くろがね工作所,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
68,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S100462W,E02372,株式会社くろがね工作所,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
69,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S100462W,E02372,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
70,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S10046EQ,E02848,株式会社ティムコ,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
71,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S10046EQ,E02848,株式会社ティムコ,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
72,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S10046EQ,E02848,株式会社ティムコ,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
73,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S10046EQ,E02848,株式会社ティムコ,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
74,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S10046EQ,E02848,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
75,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S1004796,E02774,アルテック株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
76,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S1004796,E02774,アルテック株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
77,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S1004796,E02774,アルテック株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
78,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S1004796,E02774,アルテック株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
79,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S1004796,E02774,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
80,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S10046ZD,E02988,株式会社バイク王＆カンパニー,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
81,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S10046ZD,E02988,株式会社バイク王＆カンパニー,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
82,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S10046ZD,E02988,株式会社バイク王＆カンパニー,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
83,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S10046ZD,E02988,株式会社バイク王＆カンパニー,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
84,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S10046ZD,E02988,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
85,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S10047BB,E05628,スター・マイカ株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
86,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S10047BB,E05628,スター・マイカ株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
87,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S10047BB,E05628,スター・マイカ株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
88,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S10047BB,E05628,スター・マイカ株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
89,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S10047BB,E05628,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
90,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S10046ZW,E04884,株式会社協和コンサルタンツ,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
91,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S10046ZW,E04884,株式会社協和コンサルタンツ,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
92,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S10046ZW,E04884,株式会社協和コンサルタンツ,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
93,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S10046ZW,E04884,株式会社協和コンサルタンツ,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
94,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S10046ZW,E04884,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
95,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S10047C6,E01006,川口化学工業株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
